experiment_name,num_clients,timestamp,tput,latency
U-policy0-unsafe,8,2025-11-13-09-14-52,2578.1,3.188104547586724
U-policy0-unsafe,8,2025-11-13-09-21-29,2556.4666666666667,3.215248160442799
U-policy0-unsafe,8,2025-11-13-09-28-06,2587.9,3.1758573260301146
U-policy0-unsafe,12,2025-11-13-09-17-00,4206.633333333333,2.9299093254938624
U-policy0-unsafe,12,2025-11-13-09-23-37,4235.333333333333,2.9102114512671178
U-policy0-unsafe,12,2025-11-13-09-30-15,4237.966666666666,2.9085863465577044
U-policy0-unsafe,16,2025-11-13-09-19-06,5279.833333333333,3.1132605498721553
U-policy0-unsafe,16,2025-11-13-09-25-43,5230.766666666666,3.1424025088227983
U-policy0-unsafe,16,2025-11-13-09-32-21,5271.866666666667,3.117960507802423
U-policy0-unsafe,20,2025-11-13-08-41-46,5701.3,3.605067541174819
U-policy0-unsafe,20,2025-11-13-08-52-55,5575.9,3.68693186090138
U-policy0-unsafe,20,2025-11-13-09-03-54,5500.366666666667,3.737494620922242
U-policy0-unsafe,24,2025-11-13-08-43-56,5915.733333333334,4.171152020775108
U-policy0-unsafe,24,2025-11-13-08-55-05,5752.166666666667,4.291118583333816
U-policy0-unsafe,24,2025-11-13-09-06-03,5741.166666666667,4.29875377005835
U-policy0-unsafe,28,2025-11-13-08-46-04,5963.633333333333,4.829213196887802
U-policy0-unsafe,28,2025-11-13-08-57-13,5939.666666666667,4.8499473433862725
U-policy0-unsafe,28,2025-11-13-09-08-11,5959.466666666666,4.832610330281234
U-policy0-unsafe,32,2025-11-13-08-48-11,6001.566666666667,5.486292781018289
U-policy0-unsafe,32,2025-11-13-08-59-20,5932.433333333333,5.551431782315294
U-policy0-unsafe,32,2025-11-13-09-10-19,5944.233333333334,5.539267817997274
U-policy0-unsafe,36,2025-11-13-08-50-19,5871.2,6.311363549711586
U-policy0-unsafe,36,2025-11-13-09-01-28,5943.533333333334,6.236357503757585
U-policy0-unsafe,36,2025-11-13-09-12-27,5971.766666666666,6.205435237277635
U-policy1U,8,2025-11-13-09-55-29,1955.8333333333333,4.2093612443118875
U-policy1U,8,2025-11-13-09-59-58,1976.8666666666666,4.164246901038681
U-policy1U,8,2025-11-13-10-04-29,1967.7333333333333,4.1837236508503866
U-policy1U,12,2025-11-13-09-57-36,3171.0,3.893927500220751
U-policy1U,12,2025-11-13-10-02-07,3191.733333333333,3.8682186410832147
U-policy1U,12,2025-11-13-10-06-37,3160.5333333333333,3.9065421425075937
U-policy1U,16,2025-11-13-10-09-04,4062.6,4.052763231666091
U-policy1U,16,2025-11-13-10-15-48,4083.4666666666667,4.031734867783909
U-policy1U,16,2025-11-13-10-22-32,4092.9666666666667,4.022609518539935
