experiment_name,exp_timestamp,time_s,tput
9_table,2025-10-28-21-47-35,27.5,3830.0
9_table,2025-10-28-21-47-35,30.0,3870.8
9_table,2025-10-28-21-47-35,32.5,3894.0
9_table,2025-10-28-21-47-35,35.0,3817.2
9_table,2025-10-28-21-47-35,37.5,3917.6
9_table,2025-10-28-21-47-35,40.0,3919.2
9_table,2025-10-28-21-47-35,42.5,3893.6
9_table,2025-10-28-21-47-35,45.0,3886.8
9_table,2025-10-28-21-47-35,47.5,4407.6
9_table,2025-10-28-21-47-35,50.0,4579.2
9_table,2025-10-28-21-47-35,52.5,4437.6
9_table,2025-10-28-21-47-35,55.0,4468.0
9_table,2025-10-28-21-47-35,57.5,4591.6
9_table,2025-10-28-21-47-35,60.0,4527.6
policy1,2025-10-28-21-14-38,2.5,4725.2
policy1,2025-10-28-21-14-38,5.0,4553.6
policy1,2025-10-28-21-14-38,7.5,4564.4
policy1,2025-10-28-21-14-38,10.0,4661.6
policy1,2025-10-28-21-14-38,12.5,4441.6
policy1,2025-10-28-21-14-38,15.0,4402.4
policy1,2025-10-28-21-14-38,17.5,4580.8
policy1,2025-10-28-21-14-38,20.0,4658.8
policy1,2025-10-28-21-14-38,22.5,4582.0
policy1,2025-10-28-21-14-38,25.0,4638.0
policy1,2025-10-28-21-14-38,27.5,4507.2
policy1,2025-10-28-21-14-38,30.0,4570.4
policy1,2025-10-28-21-14-38,32.5,4504.0
policy1,2025-10-28-21-14-38,35.0,4489.2
policy1,2025-10-28-21-14-38,37.5,4464.0
policy1,2025-10-28-21-14-38,40.0,4568.8
policy1,2025-10-28-21-14-38,42.5,4462.4
policy1,2025-10-28-21-14-38,45.0,4689.6
policy1,2025-10-28-21-14-38,47.5,4684.0
policy1,2025-10-28-21-14-38,50.0,4636.4
policy1,2025-10-28-21-14-38,52.5,4713.2
policy1,2025-10-28-21-14-38,55.0,4565.2
policy1,2025-10-28-21-14-38,57.5,4499.2
policy1,2025-10-28-21-14-38,60.0,4593.6
policy1,2025-10-28-21-17-38,2.5,4558.4
policy1,2025-10-28-21-17-38,5.0,4590.4
policy1,2025-10-28-21-17-38,7.5,4559.2
policy1,2025-10-28-21-17-38,10.0,4679.6
policy1,2025-10-28-21-17-38,12.5,4410.8
policy1,2025-10-28-21-17-38,15.0,4487.6
policy1,2025-10-28-21-17-38,17.5,4721.2
policy1,2025-10-28-21-17-38,20.0,4630.0
policy1,2025-10-28-21-17-38,22.5,4638.0
policy1,2025-10-28-21-17-38,25.0,4606.4
policy1,2025-10-28-21-17-38,27.5,4561.2
policy1,2025-10-28-21-17-38,30.0,4686.8
policy1,2025-10-28-21-17-38,32.5,4640.0
policy1,2025-10-28-21-17-38,35.0,4643.6
policy1,2025-10-28-21-17-38,37.5,4542.0
policy1,2025-10-28-21-17-38,40.0,4432.4
policy1,2025-10-28-21-17-38,42.5,4486.8
policy1,2025-10-28-21-17-38,45.0,4678.0
policy1,2025-10-28-21-17-38,47.5,4687.6
policy1,2025-10-28-21-17-38,50.0,4629.2
policy1,2025-10-28-21-17-38,52.5,4680.0
policy1,2025-10-28-21-17-38,55.0,4701.2
policy1,2025-10-28-21-17-38,57.5,4658.4
policy1,2025-10-28-21-17-38,60.0,4593.6
policy1,2025-10-28-21-20-38,2.5,4723.2
policy1,2025-10-28-21-20-38,5.0,4652.4
policy1,2025-10-28-21-20-38,7.5,4379.6
policy1,2025-10-28-21-20-38,10.0,4454.4
policy1,2025-10-28-21-20-38,12.5,4462.8
policy1,2025-10-28-21-20-38,15.0,4650.0
policy1,2025-10-28-21-20-38,17.5,4712.4
policy1,2025-10-28-21-20-38,20.0,4686.8
policy1,2025-10-28-21-20-38,22.5,4675.6
policy1,2025-10-28-21-20-38,25.0,4599.2
policy1,2025-10-28-21-20-38,27.5,4619.6
policy1,2025-10-28-21-20-38,30.0,4597.6
policy1,2025-10-28-21-20-38,32.5,4530.8
policy1,2025-10-28-21-20-38,35.0,4566.8
policy1,2025-10-28-21-20-38,37.5,4498.8
policy1,2025-10-28-21-20-38,40.0,4206.0
policy1,2025-10-28-21-20-38,42.5,4472.8
policy1,2025-10-28-21-20-38,45.0,4600.8
policy1,2025-10-28-21-20-38,47.5,4638.8
policy1,2025-10-28-21-20-38,50.0,4644.0
policy1,2025-10-28-21-20-38,52.5,4408.4
policy1,2025-10-28-21-20-38,55.0,4672.0
policy1,2025-10-28-21-20-38,57.5,4653.2
policy1,2025-10-28-21-20-38,60.0,4698.0
policy5,2025-10-28-21-23-38,2.5,3882.8
policy5,2025-10-28-21-23-38,5.0,3712.4
policy5,2025-10-28-21-23-38,7.5,3751.6
policy5,2025-10-28-21-23-38,10.0,3786.0
policy5,2025-10-28-21-23-38,12.5,3727.6
policy5,2025-10-28-21-23-38,15.0,3643.6
policy5,2025-10-28-21-23-38,17.5,3722.0
policy5,2025-10-28-21-23-38,20.0,3707.6
policy5,2025-10-28-21-23-38,22.5,3725.2
policy5,2025-10-28-21-23-38,25.0,3859.6
policy5,2025-10-28-21-23-38,27.5,3846.0
policy5,2025-10-28-21-23-38,30.0,3880.0
policy5,2025-10-28-21-23-38,32.5,3708.8
policy5,2025-10-28-21-23-38,35.0,3798.4
policy5,2025-10-28-21-23-38,37.5,3873.2
policy5,2025-10-28-21-23-38,40.0,3707.2
policy5,2025-10-28-21-23-38,42.5,3804.0
policy5,2025-10-28-21-23-38,45.0,3836.0
policy5,2025-10-28-21-23-38,47.5,3662.8
policy5,2025-10-28-21-23-38,50.0,3718.4
policy5,2025-10-28-21-23-38,52.5,3824.8
policy5,2025-10-28-21-23-38,55.0,3785.6
policy5,2025-10-28-21-23-38,57.5,3791.6
policy5,2025-10-28-21-23-38,60.0,3756.8
policy5,2025-10-28-21-26-37,2.5,3924.0
policy5,2025-10-28-21-26-37,5.0,3642.8
policy5,2025-10-28-21-26-37,7.5,3615.6
policy5,2025-10-28-21-26-37,10.0,3698.0
policy5,2025-10-28-21-26-37,12.5,3834.8
policy5,2025-10-28-21-26-37,15.0,3787.6
policy5,2025-10-28-21-26-37,17.5,3879.2
policy5,2025-10-28-21-26-37,20.0,3727.2
policy5,2025-10-28-21-26-37,22.5,3798.8
policy5,2025-10-28-21-26-37,25.0,3818.8
policy5,2025-10-28-21-26-37,27.5,3713.6
policy5,2025-10-28-21-26-37,30.0,3746.4
policy5,2025-10-28-21-26-37,32.5,3752.8
policy5,2025-10-28-21-26-37,35.0,3856.0
policy5,2025-10-28-21-26-37,37.5,3827.2
policy5,2025-10-28-21-26-37,40.0,3776.8
policy5,2025-10-28-21-26-37,42.5,3678.0
policy5,2025-10-28-21-26-37,45.0,3812.0
policy5,2025-10-28-21-26-37,47.5,3725.6
policy5,2025-10-28-21-26-37,50.0,3776.4
policy5,2025-10-28-21-26-37,52.5,3789.6
policy5,2025-10-28-21-26-37,55.0,3837.6
policy5,2025-10-28-21-26-37,57.5,3800.0
policy5,2025-10-28-21-26-37,60.0,3735.2
policy5,2025-10-28-21-29-37,2.5,3701.6
policy5,2025-10-28-21-29-37,5.0,3756.8
policy5,2025-10-28-21-29-37,7.5,3697.2
policy5,2025-10-28-21-29-37,10.0,3749.6
policy5,2025-10-28-21-29-37,12.5,3760.8
policy5,2025-10-28-21-29-37,15.0,3838.8
policy5,2025-10-28-21-29-37,17.5,3778.8
policy5,2025-10-28-21-29-37,20.0,3783.6
policy5,2025-10-28-21-29-37,22.5,3817.6
policy5,2025-10-28-21-29-37,25.0,3823.6
policy5,2025-10-28-21-29-37,27.5,3816.8
policy5,2025-10-28-21-29-37,30.0,3718.0
policy5,2025-10-28-21-29-37,32.5,3580.0
policy5,2025-10-28-21-29-37,35.0,3693.2
policy5,2025-10-28-21-29-37,37.5,3781.6
policy5,2025-10-28-21-29-37,40.0,3760.4
policy5,2025-10-28-21-29-37,42.5,3854.8
policy5,2025-10-28-21-29-37,45.0,3756.4
policy5,2025-10-28-21-29-37,47.5,3853.2
policy5,2025-10-28-21-29-37,50.0,3824.4
policy5,2025-10-28-21-29-37,52.5,3835.2
policy5,2025-10-28-21-29-37,55.0,3808.8
policy5,2025-10-28-21-29-37,57.5,3685.6
policy5,2025-10-28-21-29-37,60.0,3876.8
