experiment_name,num_clients,timestamp,tput,latency
pesto-delay0,4,2026-02-26-19-21-55,602.0666666666667,6.837860122079504
pesto-delay0,8,2026-02-26-19-24-05,1736.5,4.737527125885402
pesto-delay0,12,2026-02-26-19-26-13,3655.6,3.3729537445654163
pesto-delay0,16,2026-02-26-19-28-21,4971.933333333333,3.306708228107108
pesto-delay0,20,2026-02-26-19-30-29,5648.5,3.638942362544628
pesto-delay0,24,2026-02-26-19-32-37,5926.333333333333,4.163615162140728
pesto-delay0,28,2026-02-26-19-34-46,5847.8,4.925072473066794
pesto-delay0,32,2026-02-26-19-36-54,5908.333333333333,5.573034804513399
pesto-delay0,36,2026-02-26-19-39-02,5879.2,6.30277764156688
pesto-delay10,4,2026-02-26-19-01-27,273.96666666666664,15.05519930392992
pesto-delay10,8,2026-02-26-19-03-40,514.4333333333333,16.039355846303376
pesto-delay10,12,2026-02-26-19-05-47,775.4333333333333,15.961676780638784
pesto-delay10,16,2026-02-26-19-07-55,1091.8666666666666,15.112202533184762
pesto-delay10,20,2026-02-26-19-10-03,1407.6333333333334,14.651072251249143
pesto-delay10,24,2026-02-26-19-12-12,1725.9333333333334,14.337305565896713
pesto-delay10,28,2026-02-26-19-14-20,2052.866666666667,14.062090950979119
pesto-delay10,32,2026-02-26-19-16-28,2372.5,13.905034379585528
pesto-delay10,36,2026-02-26-19-18-36,2695.366666666667,13.769270729375103
pesto-delay10,40,2026-02-27-13-39-30,2982.233333333333,13.826216558809394
pesto-delay10,44,2026-02-27-14-16-02,3296.766666666667,13.757974051141018
pesto-delay10,48,2026-02-27-14-18-14,3595.1666666666665,13.763140435427193
pesto-delay10,52,2026-02-27-14-20-24,3869.1,13.853892114677834
pesto-delay10,56,2026-02-27-13-41-46,4142.033333333334,13.937780893659312
pesto-delay10,60,2026-02-27-14-22-35,4314.7,14.338592332182229
pesto-delay10,64,2026-02-27-14-24-45,4378.333333333333,15.076198531846211
pesto-delay10,68,2026-02-27-14-26-56,4379.733333333334,16.01510931720348
pesto-delay10,72,2026-02-27-13-43-55,4212.766666666666,17.635803848318208
smart-delay0,10,2026-02-26-16-45-18,148.83333333333334,69.5640079180291
smart-delay0,30,2026-02-26-16-47-34,450.3,68.9607733520616
smart-delay0,50,2026-02-26-16-49-49,756.1,68.44314446612
smart-delay0,70,2026-02-26-16-52-03,1067.6,67.85067152388535
smart-delay0,90,2026-02-26-16-54-18,1354.7666666666667,68.76091818177791
smart-delay0,110,2026-02-26-16-56-32,1588.3,71.69897356441898
smart-delay0,130,2026-02-26-16-58-46,1713.1,78.57199988430331
smart-delay0,150,2026-02-26-17-01-01,1817.3666666666666,85.50596017646413
smart-delay10,10,2026-02-26-16-42-18,130.8,79.14957239475025
smart-delay10,30,2026-02-26-16-24-09,392.3333333333333,79.21582796482583
smart-delay10,50,2026-02-26-16-26-24,654.1333333333333,79.1388804783938
smart-delay10,70,2026-02-26-16-28-38,921.8666666666667,78.61539492815302
smart-delay10,90,2026-02-26-16-30-53,1189.7,78.31841801224398
smart-delay10,110,2026-02-26-16-33-07,1435.6333333333334,79.32927793073905
smart-delay10,130,2026-02-26-16-35-21,1598.0,84.26104903685858
smart-delay10,150,2026-02-26-16-37-36,1721.0666666666666,90.28775849546791
smart-sp-delay0,10,2026-02-26-17-25-09,1373.6666666666667,7.4873802584081535
smart-sp-delay0,30,2026-02-26-17-27-25,4223.466666666666,7.306809331623311
smart-sp-delay0,50,2026-02-26-17-29-39,5311.333333333333,9.696526613298607
smart-sp-delay0,70,2026-02-26-17-31-54,6429.7,11.220496237144292
smart-sp-delay0,90,2026-02-26-17-34-09,6363.9,14.585577530408498
smart-sp-delay0,110,2026-02-26-17-36-23,6552.2,17.324385940834127
smart-sp-delay0,130,2026-02-26-17-38-38,6642.433333333333,20.205117819052255
smart-sp-delay0,150,2026-02-26-17-40-53,6567.566666666667,23.586306096819218
smart-sp-delay10,1,2026-02-26-17-58-22,49.03333333333333,21.048428171991844
smart-sp-delay10,3,2026-02-26-18-00-38,153.2,20.21537404329852
smart-sp-delay10,5,2026-02-26-18-02-51,263.46666666666664,19.583322105895746
smart-sp-delay10,10,2026-02-26-18-18-38,478.93333333333334,21.554166660773944
smart-sp-delay10,15,2026-02-26-18-07-18,608.5333333333333,25.452066817868097
smart-sp-delay10,20,2026-02-26-18-09-32,609.9666666666667,33.881315903000164
smart-sp-delay10,25,2026-02-26-18-11-46,612.3,42.20317462327834
smart-sp-delay10,30,2026-02-26-18-13-59,613.0,50.62243109728113
