experiment_name,num_clients,num_byz_clients,tput_per_correct_client,tput_std_dev,exp_timestamp
ddos-delay-0,20,0,179.42000000000002,1.3726399203276871,2026-03-25-19-36-35
ddos-delay-0,20,1,181.83508771929826,3.451649698336437,2026-03-25-19-39-57
ddos-delay-0,20,2,182.24444444444444,3.8860736775633846,2026-03-25-19-43-18
ddos-delay-0,20,3,179.29607843137256,2.497995928765841,2026-03-25-19-46-39
ddos-delay-0,20,4,178.56666666666666,2.0876710397882037,2026-03-25-19-50-01
ddos-delay-0,20,5,178.36888888888888,2.179830584165059,2026-03-26-15-30-17
ddos-delay-2,20,0,103.63333333333333,1.0493105505897424,2026-03-25-19-56-42
ddos-delay-2,20,1,102.61578947368422,1.7661204054508035,2026-03-25-20-00-03
ddos-delay-2,20,2,102.70555555555556,2.4557854859374793,2026-03-25-20-03-24
ddos-delay-2,20,3,102.97843137254903,1.8922701378264695,2026-03-25-20-06-45
ddos-delay-2,20,4,99.53958333333333,1.1777076761108285,2026-03-25-20-10-06
ddos-delay-2,20,5,95.74666666666667,0.9440540743188911,2026-03-25-20-13-27
ddos-delay-4,20,0,64.68500000000002,0.1472853776046353,2026-03-25-20-16-48
ddos-delay-4,20,1,63.06315789473685,1.4538112846796825,2026-03-25-20-20-09
ddos-delay-4,20,2,61.69814814814814,2.113154326006325,2026-03-25-20-23-30
ddos-delay-4,20,3,59.654901960784315,1.0392933748245727,2026-03-25-20-26-50
ddos-delay-4,20,4,54.14583333333333,0.3350787635434065,2026-03-25-20-30-11
ddos-delay-4,20,5,49.22444444444444,0.253379277371015,2026-03-25-20-33-31
ignore-val-delay-0,20,0,179.00833333333333,1.816972451329103,2026-03-25-20-36-52
ignore-val-delay-0,20,1,178.92280701754387,2.108596532585591,2026-03-25-20-40-13
ignore-val-delay-0,20,2,179.68333333333334,1.9404618411251295,2026-03-25-20-43-35
ignore-val-delay-0,20,3,177.32156862745097,1.5810923253170484,2026-03-25-20-46-56
ignore-val-delay-0,20,4,179.79583333333332,1.0729588718775513,2026-03-25-20-50-17
ignore-val-delay-0,20,5,179.48888888888888,1.365078442229293,2026-03-25-20-53-38
ignore-val-delay-2,20,0,103.60666666666665,1.0923230248618176,2026-03-25-20-56-59
ignore-val-delay-2,20,1,103.26666666666667,1.079666157821797,2026-03-25-21-00-21
ignore-val-delay-2,20,2,102.6962962962963,0.6852211025150057,2026-03-25-21-03-42
ignore-val-delay-2,20,3,102.61568627450981,1.0970995629296327,2026-03-25-21-07-02
ignore-val-delay-2,20,4,101.63333333333333,0.6830216091153465,2026-03-25-21-10-24
ignore-val-delay-2,20,5,101.58222222222223,1.0104114097392294,2026-03-25-21-13-45
ignore-val-delay-4,20,0,64.90666666666667,0.18372366740546087,2026-03-25-21-17-05
ignore-val-delay-4,20,1,64.44385964912281,0.5661274811261952,2026-03-25-21-20-26
ignore-val-delay-4,20,2,63.724074074074075,0.4115657263809089,2026-03-25-21-23-47
ignore-val-delay-4,20,3,63.219607843137254,0.33355384862813414,2026-03-25-21-27-07
ignore-val-delay-4,20,4,62.42708333333333,0.2553773533275662,2026-03-25-21-30-27
ignore-val-delay-4,20,5,61.57333333333334,0.15745999743951095,2026-03-25-21-33-47
